company_clean,company,sector,sector_group,revenue_band,revenue_rank,employee_band,employee_rank,company_score,reviews_count
Ac Hotel Lansing,AC Hotel Lansing,,,,,,,,
Ac Hotel Raleigh North Hills,AC Hotel Raleigh North Hills,Tourism and Accommodation,Tourism and Accommodation,,,,,,
Ac Hotel Residence Inn Dallas By The Galleria,AC Hotel Residence Inn Dallas by the Galleria,Tourism and Accommodation,Tourism and Accommodation,XXXL,8.0,S,3.0,3.6,1967.0
Ac Hotel San Juan Condado,AC Hotel San Juan Condado,,,,,,,,
Ac Hotel San Rafael,AC Hotel San Rafael,,,,,,,,
Ac Hotel Washington Dc Convention Center,AC Hotel Washington DC Convention Center,,,,,,,1.0,1.0
Ac Transit,AC Transit,Finance,Finance,XXXS,0.0,XL,6.0,3.5,73.0
"Ac3, Inc","AC3, Inc",Information Technology,Information Technology,,,S,3.0,2.0,1.0
Aca Group,ACA Group,Telecommunications,Information Technology,,,,,3.2,5.0
Acacia Center For Justice,Acacia Center for Justice,,,,,,,,
Academia.Edu,Academia.edu,,,XXXS,0.0,XXXS,0.0,4.3,3.0
Academic Partnerships,Academic Partnerships,,,,,,,3.8,9.0
Academy Dental,Academy Dental,Healthcare,Health,,,,,3.5,13.0
Academy Mortgage,Academy Mortgage,Banking and Credit Services,Finance,M,4.0,XL,6.0,3.9,225.0
Academy Sports,Academy Sports,Wholesale and Retail Sales,Sales,XL,6.0,XXXL,8.0,3.4,6076.0
Academy Sports + Outdoors,Academy Sports + Outdoors,Wholesale and Retail Sales,Sales,XL,6.0,XXXL,8.0,3.4,6041.0
Acadia,Acadia,Hospitals and Health Centers,Health,,,,,3.5,20.0
Acadia Healthcare,Acadia Healthcare,Healthcare,Health,XL,6.0,XXXL,8.0,2.5,521.0
Acadia Pharmaceuticals Inc.,Acadia Pharmaceuticals Inc.,Healthcare,Health,XS,2.0,M,4.0,3.8,18.0
Acadian Ambulance,Acadian Ambulance,Healthcare,Health,,,XL,6.0,3.2,284.0
Acadian Medical Center,Acadian Medical Center,Hospitals and Health Centers,Health,,,,,3.3,15.0
Acadian Sms,Acadian SMS,,,,,,,4.0,1.0
Acadian Total Security,Acadian Total Security,Security and Protection,Insurance,,,,,2.9,24.0
Acams,ACAMS,NGOs and Nonprofit Organizations,Nonprofit Organizations,,,,,3.2,9.0
Acara,Acara,Human Resources,Human Resources,XS,2.0,S,3.0,3.7,7.0
Acara Solutions,Acara Solutions,Human Resources,Human Resources,,,XXL,7.0,3.1,101.0
Acariahealth Pharmacy,AcariaHealth Pharmacy,Health and Insurance,Health,XXXL,8.0,XXXL,8.0,3.2,4687.0
"Acc Management Group, Inc.","ACC MANAGEMENT GROUP, INC.",Real Estate,Real Estate,,,M,4.0,3.3,40.0
Accede Llc,Accede LLC,Software Development,Information Technology,,,,,,
Accel Bi,Accel BI,Business Consulting,Consulting,XXS,1.0,XXXS,0.0,,
Accel Schools,ACCEL Schools,Education,Education,,,XL,6.0,2.4,123.0
Accela,Accela,Information Technology,Information Technology,,,L,5.0,3.2,29.0
Acceldata,Acceldata,Information Technology,Information Technology,,,,,,
Accelerate Talent Solution,Accelerate Talent Solution,Staffing and Outsourcing,Human Resources,,,,,,
Accelerated Information Management,Accelerated Information Management,,,,,,,,
Accelered,AccelerEd,Internet and Web Services,Information Technology,,,XS,2.0,2.7,7.0
Accelirate Inc.,Accelirate Inc.,Manufacturing,Product Manufacturing,,,,,,
Accella,Accella,,,XXS,1.0,XS,2.0,5.0,1.0
Accellion,Accellion,Software Development,Information Technology,,,,,3.7,12.0
Accelpad,AccelPad,Human Resources,Human Resources,,,,,,
Accendo Office Of Ambitions Of Wa,Accendo Office of Ambitions of WA,,,,,,,,
Accentcare,AccentCare,Healthcare,Health,M,4.0,XXXL,8.0,3.3,2720.0
"Accentcare, Inc.","AccentCare, Inc.",Healthcare,Health,M,4.0,XXXL,8.0,3.3,2683.0
Accenture,Accenture,Information Technology,Information Technology,XXXL,8.0,XXXL,8.0,4.0,23986.0
Accenture Federal Services,Accenture Federal Services,Information Technology,Information Technology,XXXL,8.0,XXXL,8.0,4.0,23986.0
Acceptance Insurance,Acceptance Insurance,Insurance Companies,Insurance,M,4.0,XL,6.0,3.1,433.0
Access Bank,Access Bank,,,,,,,4.0,128.0
Access Community Health Network,Access Community Health Network,Healthcare,Health,M,4.0,L,5.0,3.2,148.0
Access Holdings,Access Holdings,,,XXS,1.0,XXXS,0.0,2.0,1.0
Access Management,Access Management,Management and Consulting,Consulting,,,S,3.0,4.3,23.0
Access Point,Access Point,,,S,3.0,S,3.0,3.5,72.0
Access Sciences,Access Sciences,Consulting and Business Services,Consulting,XS,2.0,S,3.0,3.5,24.0
Access To Future Inc,Access to Future Inc,IT Support,Information Technology,,,,,,
Access To Healthcare Network,Access To Healthcare Network,Healthcare,Health,XS,2.0,S,3.0,3.7,19.0
Access Vascular,Access Vascular,Healthcare,Health,,,,,,
Access-Supports For Living,Access-Supports for Living,NGOs and Nonprofit Organizations,Nonprofit Organizations,,,XL,6.0,3.3,129.0
Access2Insight,access2insight,,,,,,,,
Access6 Technologies,Access6 Technologies,Information Technology,Information Technology,,,XS,2.0,,
Accessibe,accessiBe,,,,,,,,
Accessmatters,AccessMatters,,,,,S,3.0,2.7,7.0
Accessory Power,Accessory Power,Information Technology,Information Technology,,,S,3.0,4.2,10.0
Accesspt,AccessPT,Healthcare,Health,,,M,4.0,4.2,47.0
Accion Labs Us Inc.,Accion Labs US Inc.,,,,,,,,
Acclaim Technical Services,Acclaim Technical Services,,,XS,2.0,S,3.0,4.3,24.0
Acclara,Acclara,Healthcare,Health,,,XL,6.0,2.5,164.0
Acclive Inc,Acclive Inc,IT Support,Information Technology,,,,,,
Acco Engineered Systems,ACCO Engineered Systems,Construction,Construction,L,5.0,XL,6.0,3.6,87.0
Accobrands,accobrands,Electronic Product Manufacturing,Product Manufacturing,XL,6.0,XL,6.0,3.5,308.0
Accolade,Accolade,Insurance Companies,Insurance,XXS,1.0,L,5.0,3.8,20.0
"Accolade, Inc.","Accolade, Inc.",Insurance Companies,Insurance,XXS,1.0,L,5.0,3.8,20.0
Accolite,Accolite,Information Technology,Information Technology,S,3.0,XL,6.0,3.7,39.0
Accolite Digital,Accolite Digital,Information Technology,Information Technology,S,3.0,XL,6.0,3.7,37.0
Accompany Health,Accompany Health,,,,,,,,
Accordion Partners,Accordion Partners,,,M,4.0,M,4.0,5.0,3.0
Accountable Hire,Accountable Hire,,,,,,,,
"Accountable To You, Inc.","Accountable To You, Inc.",Finance,Finance,XXS,1.0,XXXS,0.0,,
Accounting Resource Group,Accounting Resource Group,Finance,Finance,,,,,,
Accounting Resources Inc,Accounting Resources Inc,Finance,Finance,,,,,3.9,14.0
Accounting Results And Consulting,Accounting Results and Consulting,Accounting and Taxes,Finance,,,,,,
Accounting Solution,Accounting Solution,,,,,,,3.5,2.0
Accountix,Accountix,Accounting and Taxes,Finance,XXS,1.0,XS,2.0,3.5,2.0
Accreditation Associati,Accreditation Associati,,,,,,,,
Accredited Home Elevator,Accredited Home Elevator,Construction,Construction,,,XS,2.0,2.0,4.0
Accrete,Accrete,Information Technology,Information Technology,,,,,3.0,5.0
Accrete.Ai,Accrete.AI,Information Technology,Information Technology,,,,,,
Accretive Insurance Solutions,Accretive Insurance Solutions,Insurance Companies and Investment Societies,Insurance,,,,,,
Accs,ACCS,Personal Consumer Services,Sales,,,,,3.8,19.0
Accucare Home Health Care Of St. Louis,AccuCare Home Health Care of St. Louis,Nursing Homes and Retirement Homes,Childcare and Elderly Care,,,,,4.6,11.0
Accuity,Accuity,Information Technology,Information Technology,S,3.0,M,4.0,3.0,6.0
Acculynx,AccuLynx,Information Technology,Information Technology,,,,,4.8,4.0
Accumet Engineering Inc,Accumet Engineering Inc,,,,,,,,
Accumtech,AccumTech,,,,,,,,
Accumulation Technologies,Accumulation Technologies,,,,,,,,
Accumulus Capital Management Llc,Accumulus Capital Management LLC,Finance,Finance,,,,,,
Accumulus Synergy,Accumulus Synergy,,,,,,,,
"Accuraccounts, Inc.","AccurAccounts, Inc.",,,,,,,,
Accurate Collection Services,Accurate Collection Services,,,,,,,,
Accurate Landscape & Snow Management,Accurate Landscape & Snow Management,Business Consulting,Consulting,,,,,,
Accuray,Accuray,Biotechnology,Pharmaceuticals and Biotechnology,M,4.0,L,5.0,3.7,71.0
Accurogroup.Com,accurogroup.com,,,,,,,,
Accuserve Solutions Inc,Accuserve Solutions Inc,,,,,,,,
Accusystems,AccuSystems,,,,,,,3.3,4.0
Accutive,Accutive,,,,,XS,2.0,,
Accuweather Careers,AccuWeather Careers,Media Communications,Media Communications,,,,,2.6,42.0
"Accylerate, Llc","Accylerate, LLC",Software Development,Information Technology,,,,,,
"Acds, Inc.","ACDS, Inc.",Healthcare,Health,,,M,4.0,2.3,3.0
"Ace Air Conditioning, Inc.","Ace Air Conditioning, Inc.",Construction,Construction,,,,,5.0,2.0
Ace Hardware,ACE Hardware,Wholesale and Retail Sales,Sales,XXL,7.0,XL,6.0,3.7,6988.0
Ace Hotel Downtown La,Ace Hotel Downtown LA,Tourism and Accommodation,Tourism and Accommodation,,,,,1.5,2.0
Ace Hotel New York,ACE HOTEL NEW YORK,Tourism and Accommodation,Tourism and Accommodation,,,,,4.0,2.0
Ace Scholarships,ACE Scholarships,Community Services,Government,,,XS,2.0,4.0,1.0
Ace Technologies,Ace Technologies,Information Technology,Information Technology,XS,2.0,S,3.0,3.9,24.0
Ace Wire Spring & Form Co.,Ace Wire Spring & Form Co.,Machinery Manufacturing,Product Manufacturing,,,,,1.0,1.0
"Aceapplications, Llc","AceApplications, LLC",,,XXXS,0.0,XXXS,0.0,4.0,1.0
Acellus,Acellus,,,,,,,,
"Acelyrin, Inc.","ACELYRIN, INC.",,,,,,,,
Acentra Health,Acentra Health,,,,,,,3.1,328.0
Acero Building Components,Acero Building Components,,,,,,,,
"Aces Group, Llc","ACES Group, LLC",Accounting and Taxes,Finance,,,,,5.0,1.0
Aces Incorporated,Aces Incorporated,,,,,,,5.0,1.0
Aces$ Financial Management Services,ACES$ Financial Management Services,Finance,Finance,,,,,3.2,9.0
Acg,ACG,Construction,Construction,,,,,3.3,103.0
Acgme,ACGME,,,,,,,3.0,7.0
"Ach Food Companies, Inc.","ACH Food Companies, Inc.",Manufacturing,Product Manufacturing,L,5.0,L,5.0,3.0,2.0
Achieva Credit Union,Achieva Credit Union,Finance,Finance,XXS,1.0,M,4.0,3.8,50.0
Achieve,Achieve,Information Technology,Information Technology,XS,2.0,XS,2.0,3.2,50.0
Achieve Beyond Pediatric Therapy & Autism Services,Achieve Beyond Pediatric Therapy & Autism Services,NGOs and Nonprofit Organizations,Nonprofit Organizations,XXXS,0.0,XXXS,0.0,3.5,197.0
Achieve Renovations,Achieve Renovations,Real Estate Management,Real Estate,,,,,,
Achievement First Network Support,Achievement First Network Support,,,,,,,,
Achievements Aba Therapy,Achievements ABA Therapy,,,,,,,4.3,12.0
Aci Federal Inc,ACI Federal Inc,Government and Public Administration,Government,,,S,3.0,3.1,51.0
"Aci Motor Freight, Inc.","ACI Motor Freight, Inc.",Transportation and Logistics,Transportation and Logistics,,,S,3.0,2.3,3.0
Aci Worldwide,ACI Worldwide,Financial Transaction Processing,Finance,XL,6.0,XL,6.0,3.4,242.0
Acima,Acima,,,,,,,,
Acl Digital,ACL Digital,Telecommunications,Information Technology,,,,,4.0,9.0
Acl Technology,ACL Technology,,,,,,,,
Acled,ACLED,,,,,,,,
Aclu - Affiliate Offices,ACLU - Affiliate Offices,,,,,,,,
Acmc Healthcare System,ACMC Healthcare System,Healthcare,Health,M,4.0,L,5.0,3.8,98.0
Acmcareers,ACMCareers,,,,,,,,
Acme Business Solutions Pvt Ltd,ACME Business Solutions Pvt Ltd,Food and Beverage Production,Food and Beverage,,,,,4.5,2.0
Acme Distribution Center,Acme Distribution Center,,,,,,,3.7,3.0
Acme Industries,Acme Industries,Real Estate Management,Real Estate,S,3.0,S,3.0,3.6,19.0
Acmh Hospital,ACMH Hospital,Healthcare,Health,,,,,3.3,4.0
Acnb Bank,ACNB BANK,Finance,Finance,,,M,4.0,2.8,34.0
Acnusa,Acnusa,,,,,,,,
Acordis International Corp,Acordis International Corp,IT Support,Information Technology,S,3.0,XS,2.0,3.5,13.0
Acorn Health,Acorn Health,Hospitals and Health Centers,Health,,,,,3.2,36.0
"Acosta, Inc.","Acosta, Inc.",,,XXXL,8.0,XXXL,8.0,2.9,14.0
Acousti Engineering Company Of Florida,Acousti Engineering Company of Florida,Construction,Construction,M,4.0,L,5.0,3.3,46.0
Acquco,Acquco,Wholesale and Retail Sales,Sales,,,S,3.0,3.0,1.0
"Acquisition Experts, Llc","Acquisition Experts, LLC",,,,,,,,
Acquisition Professionals Llc,Acquisition Professionals LLC,National Agencies,Government,,,,,3.3,3.0
Acreage Holdings,Acreage Holdings,Agrarian,Agrarian,,,L,5.0,2.0,58.0
Acretrader Inc,AcreTrader Inc,,,,,,,,
Acrisure,Acrisure,Insurance,Insurance,XL,6.0,XXL,7.0,2.6,83.0
Acrisure Technology Group,Acrisure Technology Group,,,,,,,,
Acronym,Acronym,Audiovisual and Media Communications,Media Communications,S,3.0,S,3.0,3.5,8.0
Acronym Us,Acronym US,,,,,,,,
Acrt Services.,ACRT Services.,,,,,,,,
Acs,ACS,Information Technology,Information Technology,XXL,7.0,M,4.0,3.5,3153.0
Acs-Team,acs-team,,,,,,,,
Acset - West Michigan Works!,ACSET - West Michigan Works!,,,,,,,,
Act,ACT,IT Support,Information Technology,,,XS,2.0,3.1,541.0
Act Contemporary Theatre,ACT Contemporary Theatre,,,,,,,,
Act1 Federal,ACT1 Federal,Aerospace and Defense,Government,S,3.0,M,4.0,4.1,16.0
Act1 Federal Llc,ACT1 Federal LLC,,,,,,,,
Actabl,Actabl,,,,,,,,
Actblue,ActBlue,NGOs and Nonprofit Organizations,Nonprofit Organizations,,,M,4.0,3.5,2.0
Actia Corporation,ACTIA Corporation,Electronic Product Manufacturing,Product Manufacturing,,,,,3.0,23.0
Actian Corporation,Actian Corporation,Manufacturing,Product Manufacturing,M,4.0,L,5.0,3.6,8.0
Actify Systems Llc,Actify Systems LLC,Staffing and Outsourcing,Human Resources,,,,,,
Actigraph,ActiGraph,,,XXS,1.0,XS,2.0,4.8,4.0
Action Behavior Centers,Action Behavior Centers,Healthcare,Health,,,XL,6.0,4.5,863.0
"Action For A Better Community, Inc.","Action for a Better Community, Inc.",,,XS,2.0,M,4.0,3.5,14.0
Action Inc.,Action Inc.,,,,,,,3.5,4.0
Action Target Inc,Action Target Inc,Manufacturing,Product Manufacturing,S,3.0,M,4.0,3.1,64.0
Action Tech Inc,Action Tech Inc,Human Resources Consulting,Human Resources,,,,,,
Actionet,ActioNet,IT Support,Information Technology,M,4.0,XL,6.0,3.7,181.0
Active,ACTIVE,Human Resources,Human Resources,,,XS,2.0,4.7,3.0
Active Interest Media,ACTIVE INTEREST MEDIA,Publishing Industry,Entertainment,,,,,3.0,21.0
Active/Balanced Healthcare Receivables Llc,Active/Balanced Healthcare Receivables LLC,,,,,,,,
Activecampaign,ActiveCampaign,Information Technology,Information Technology,,,,,3.3,11.0
Activision,Activision,Arts and Entertainment,Entertainment,XXL,7.0,XL,6.0,3.7,113.0
Activities Beyond The Classroom,Activities Beyond the Classroom,,,,,,,,
Activus Connect,Activus Connect,Human Resources,Human Resources,S,3.0,,,3.5,212.0
Actors' Equity Association,Actors' Equity Association,,,,,S,3.0,4.1,13.0
Actuary.Org,ACTUARY.ORG,,,,,,,,
Acture Solutions,Acture Solutions,,,,,,,4.8,22.0
Acuative Corporation,Acuative Corporation,Telecommunications,Information Technology,,,,,3.1,24.0
Acubed,Acubed,,,,,,,,
Acuity Behavior Solutions,Acuity Behavior Solutions,Hospitals and Health Centers,Health,,,,,3.9,42.0
Acuity Brands,Acuity Brands,Electronic Product Manufacturing,Product Manufacturing,,,,,3.4,542.0
Acuity Eye Group,Acuity Eye Group,,,,,,,,
Acuity Inc,Acuity INC,,,,,,,2.9,7.0
Acuity International,Acuity International,Information Technology,Information Technology,S,3.0,M,4.0,3.7,505.0
"Acuity, A Mutual Insurance Company","ACUITY, A Mutual Insurance Company",Insurance Companies,Insurance,XL,6.0,XL,6.0,3.9,24.0
"Aculocity, Llc","Aculocity, LLC",,,,,,,,
Acumen Executive Search,Acumen Executive Search,Human Resources,Human Resources,,,,,,
"Acumen, Llc","Acumen, LLC",,,,,M,4.0,4.0,4.0
Acunor Infotech,Acunor infotech,Information Technology,Information Technology,,,,,,
Acushnet Company,Acushnet Company,,,,,,,,
Acv Auctions,ACV Auctions,Information Technology,Information Technology,XXXS,0.0,XL,6.0,3.5,156.0
Acxiom,Acxiom,Information Technology,Information Technology,XL,6.0,S,3.0,3.7,314.0
Ad Astra Behavior Analytic Services,Ad Astra Behavior Analytic Services,Healthcare,Health,,,,,5.0,3.0
Ad Hoc Team,Ad Hoc Team,Information Technology,Information Technology,,,M,4.0,5.0,2.0
Ad Populum Llc,Ad Populum LLC,,,,,,,,
Ad.Net,Ad.net,,,,,XS,2.0,,
Ad1 Global,Ad1 Global,Hotels and Resorts,Tourism and Accommodation,,,,,3.6,17.0
Ada Inc.,Ada Inc.,Healthcare,Health,,,,,,
Ada S. Mckinley Community Services,Ada S. McKinley Community Services,NGOs and Nonprofit Organizations,Nonprofit Organizations,S,3.0,L,5.0,3.2,142.0
Adage Technologies,Adage Technologies,IT Support,Information Technology,XS,2.0,S,3.0,5.0,1.0
Adam&Eveddb,adam&eveDDB,,,,,L,5.0,4.3,6.0
"Adamant Behavioral Services, Inc.","Adamant Behavioral Services, Inc.",Education and Vocational Training,Education,,,,,,
Adams 12 Five Star Schools,Adams 12 Five Star Schools,Education,Education,M,4.0,XXL,7.0,4.0,111.0
Adams And Associates Inc,Adams And Associates Inc,Education,Education,M,4.0,XL,6.0,2.9,266.0
Adams Keegan,Adams Keegan,Finance,Finance,XS,2.0,XS,2.0,3.8,12.0
"Adams Land & Cattle, Llc","Adams Land & Cattle, LLC",Agrarian,Agrarian,S,3.0,S,3.0,3.1,13.0
Adams Outdoor,Adams Outdoor,,,,,,,,
Adams Ranch,Adams Ranch,,,,,,,4.0,2.0
"Adams, Inc.","Adams, Inc.",,,,,,,,
"Adamsbrown, Llc","AdamsBrown, LLC",,,,,,,,
Adapt Health Llc,Adapt Health LLC,Management and Consulting,Consulting,,,,,3.2,21.0
Adapt Technology Llc.,ADAPT Technology LLC.,Automotive Industry,Automotive,XXS,1.0,XS,2.0,5.0,4.0
"Adaptive Alliance Group, Llc.","Adaptive Alliance Group, LLC.",,,,,,,,
Adaptive Financial Consulting,Adaptive Financial Consulting,Finance,Finance,,,,,5.0,1.0
Adaptive Phage Therapeutics,Adaptive Phage Therapeutics,,,,,,,3.7,3.0
"Adaptx, Inc.","AdaptX, Inc.",,,,,,,,
Adapty,Adapty,Wholesale and Retail Sales,Sales,,,S,3.0,3.5,2.0
"Adc Solutions Usa, Llc Horizon Brands","ADC Solutions USA, LLC Horizon Brands",,,,,,,,
Adcetera,Adcetera,Advertising and Public Relations,Consulting,XS,2.0,S,3.0,2.5,6.0
Adcole Space,Adcole Space,,,,,,,,
Addepar,Addepar,Information Technology,Information Technology,,,L,5.0,4.5,2.0
Addison Group,Addison Group,Staffing and Outsourcing,Human Resources,,,XL,6.0,3.8,426.0
Addition Financial,Addition Financial,Finance,Finance,S,3.0,L,5.0,3.4,73.0
Addman Engineering Llc,ADDMAN Engineering LLC,Aerospace and Defense,Government,,,,,,
Addx Corporation,Addx Corporation,Aerospace and Defense,Government,XS,2.0,S,3.0,3.5,21.0
Adeaca Corp,Adeaca Corp,,,,,,,,
Adecco,Adecco,Staffing and Outsourcing,Human Resources,XXXL,8.0,XXXL,8.0,3.7,18997.0
Adeiphi Medicai Staffing®,AdeIphi MedicaI Staffing®,,,,,,,,
"Adela, Inc.","Adela, Inc.",,,,,,,,
Adelante Healthcare,Adelante Healthcare,Healthcare,Health,S,3.0,M,4.0,3.0,88.0
Adeo,Adeo,NGOs and Nonprofit Organizations,Nonprofit Organizations,XXXS,0.0,XXXS,0.0,3.0,2.0
"Adeptus Solutions, Inc","Adeptus Solutions, Inc",IT Support,Information Technology,,,,,,
"Adeptus Solutions, Inc.","Adeptus Solutions, Inc.",,,,,,,,
"Aderas, Inc","Aderas, Inc",,,,,,,4.7,3.0
Adesa,ADESA,Personal Consumer Services,Sales,XL,6.0,XL,6.0,4.0,25.0
Adfinitas Health,Adfinitas Health,Healthcare,Health,,,M,4.0,2.8,33.0
Adg Tech Consulting,ADG Tech Consulting,Information Technology,Information Technology,,,,,,
Adidas,Adidas,Manufacturing,Product Manufacturing,XXXL,8.0,XXXL,8.0,3.9,4776.0
Adient,Adient,Transportation Equipment Manufacturing,Product Manufacturing,XXXL,8.0,XXXL,8.0,3.2,952.0
Adientone,Adientone,Architecture and Engineering,Construction,,,,,1.0,1.0
Adim,Adim,Real Estate,Real Estate,,,,,4.0,3.0
Adirondack Health,Adirondack Health,Management and Consulting,Consulting,M,4.0,L,5.0,3.8,19.0
Adirondack Studios,Adirondack Studios,,,M,4.0,S,3.0,3.1,14.0
Adisys Corporation,Adisys Corporation,,,XS,2.0,XS,2.0,3.5,2.0
Adjuvant.Health,Adjuvant.Health,Healthcare,Health,,,M,4.0,3.1,20.0
"Adler & Colvin, A Law Corporation","Adler & Colvin, a Law Corporation",Legal,Legal,,,,,,
Adler Planetarium,Adler Planetarium,,,XS,2.0,S,3.0,3.6,45.0
Adm,ADM,Agrarian,Agrarian,XXXL,8.0,XXXL,8.0,3.6,1383.0
Adm Associates,ADM Associates,Electricity and Public Utilities,Government,XXS,1.0,XS,2.0,3.2,13.0
Adm Tech Services,ADM Tech Services,,,,,,,,
Adma Biomanufacturing Llc,Adma Biomanufacturing Llc,,,,,,,,
Admarketplace,adMarketplace,Advertising and Public Relations,Consulting,,,S,3.0,1.9,47.0
Admedia.,AdMedia.,Information Technology,Information Technology,M,4.0,S,3.0,4.2,138.0
Administrative Control Services Inc,Administrative Control Services Inc,,,,,,,,
Administrative Controls Management,Administrative Controls Management,,,XS,2.0,S,3.0,3.7,3.0
Administrative Office Of Pa Courts,Administrative Office of PA Courts,State and Regional Agencies,Government,,,XL,6.0,1.5,2.0
Administrative Office Of The Courts,Administrative Office of the Courts,National Agencies,Government,,,XL,6.0,4.0,58.0
Administrative Office Of The Illinois Courts,Administrative Office of the Illinois Courts,State and Regional Agencies,Government,,,,,5.0,1.0
"Adnet Systems, Inc.","ADNET Systems, Inc.",,,S,3.0,M,4.0,4.0,10.0
Adobe,Adobe,Information Technology,Information Technology,XXL,7.0,XXXL,8.0,4.3,767.0
Adolfson & Peterson Construction,Adolfson & Peterson Construction,Construction,Construction,XL,6.0,L,5.0,4.0,31.0
Adonis Auto Group,Adonis Auto Group,Transportation and Logistics,Transportation and Logistics,M,4.0,M,4.0,4.3,136.0
Adopt A Highway Maintenan,Adopt A Highway Maintenan,,,,,,,,
Adp,ADP,Human Resources,Human Resources,XXXL,8.0,XXXL,8.0,3.8,7422.0
Adpearance Holdings Llc,ADPEARANCE HOLDINGS LLC,,,,,,,,
Adpmn It Solutions,ADPMN IT SOLUTIONS,,,,,,,,
Adrm,ADRM,,,,,,,,
